SSID,ZS_CHS,ZS_R,ZS_log_Tr1K,ZS_log_Tr2K,PMStep,Form_Method,ZS_log_CSArea,ZS_log_StrainRate,ZS_log_PO_MW,ZS_log_FCVm,ZS_FCCED,ZS_log_Fchi,ZS_SS_TPSA_norm,ZS_SS_MolLogP_norm,ZS_HS_BertzCT,ZS_SS_VSA_EState8,ZS_SS_PEOE_VSA8,ZS_log_HS_NumNHCO_norm,ZS_FC_NumHAcceptors_norm,ZS_FC_RingCount_norm,logEB,logYM,logTS
SS1,-0.282081317,-0.45846916,-1.149485666,-0.446447718,2,2,-1.236621747,-0.293492223,0.242955685,-0.32658365,-0.185577683,0.469205423,-0.557772199,0.185004065,-0.805161372,0.062210277,1.097456765,0.732260751,0.925152691,0.057910599,1.187520721,1.568201724,1.830588669
SS2,-0.217933903,-0.45846916,-1.149485666,-0.446447718,2,2,-1.236621747,-0.293492223,0.242955685,-0.306909165,-0.218765712,0.357316875,-0.557772199,0.185004065,-0.735945002,0.062210277,1.097456765,0.608138941,0.703301924,-0.035137248,1.176091259,1.494154594,1.673020907
SS37,0.340148593,-0.45846916,0.257283837,0.423238831,2,4,1.002082384,0.12185362,-0.229586138,-0.521730374,0.233242749,0.016440182,0.204080095,-1.074002748,0.19270771,-0.103319105,1.075754859,-0.152460923,0.003756884,0.846038879,0.824125834,1.306425028,1.496929648
SS38,0.981622726,-0.45846916,0.257283837,0.423238831,2,4,1.002082384,0.12185362,-0.229586138,-0.877993025,0.542964492,-0.123056215,0.204080095,-1.074002748,0.242382334,-0.103319105,1.075754859,-0.20121783,-0.191480065,1.044841563,0.779596491,1.89203892,1.545307116
SS39,0.340148593,-0.45846916,0.546134351,0.423238831,2,4,1.002082384,0.12185362,-0.229586138,-0.843087852,0.053652329,-0.48614974,0.204080095,-1.074002748,-1.390363431,-0.103319105,1.075754859,0.636616837,1.100502045,-2.066042155,0.877946952,1.949585151,1.42975228
SS459,0.057899974,-0.45846916,0.546134351,0.423238831,2,4,-0.721379452,0.464460379,0.433045684,-0.185943508,0.338211294,-0.065391851,0.82502144,0.894743644,0.264897378,-0.630308815,-1.229683927,-0.272404061,-0.165313871,0.888424103,0.635483747,1.690550462,1.694605199
SS465,0.057899974,-0.45846916,0.546134351,0.423238831,1,2,-0.721379452,0.464460379,0.433045684,-0.185943508,0.338211294,-0.065391851,0.82502144,0.894743644,0.264897378,-0.630308815,-1.229683927,-0.272404061,-0.165313871,0.888424103,0.718501689,1.77151399,1.878521796
SS504,-0.840163812,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,0.142789141,0.455770578,0.807393941,0.640528817,-1.385959674,0.447089955,0.189292785,-0.852934921,0.355306604,-0.481847776,0.112459494,-0.031069877,0.765668555,1.227886705,1.064457989
SS503,-0.339813989,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,0.142789141,0.138243699,1.056593381,0.496887288,-1.385959674,0.447089955,0.277067605,-0.852934921,0.355306604,-0.586519089,-0.275606496,0.179934898,0.811575006,1.267171728,1.257198426
SS498,0.981622726,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,-0.676865369,-0.851049054,1.948449107,0.089056975,-1.549756041,0.551945929,0.309180344,-1.068852157,-0.119011401,-0.623830627,-0.564937885,0.326017905,0.64738297,1.942008053,1.496929648
SS499,0.340148593,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,-0.194429698,-0.378262111,1.476261189,0.28274998,-1.441689127,0.482765753,0.309180344,-0.938344946,0.167681413,-0.623830627,-0.489749689,0.293036589,0.739572344,1.658011397,1.489958479
SS500,-0.089639077,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,0.142789141,-0.010586358,1.19076397,0.432019159,-1.385959674,0.447089955,0.309180344,-0.852934921,0.355306604,-0.623830627,-0.434081309,0.265683844,0.836956737,1.579783597,1.491361694
SS501,-0.391131919,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,0.594555676,0.353956826,1.000582539,0.580049195,-1.329988283,0.411259278,0.309180344,-0.749820919,0.581823155,-0.623830627,-0.536148436,0.338746193,0.812913357,1.519302849,1.322632712
SS502,-0.622062607,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,0.705923822,0.574476811,0.865235957,0.668508218,-1.318819409,0.404109405,0.309180344,-0.726694332,0.632626681,-0.623830627,-0.428760209,0.272410405,0.740362689,1.386855529,1.127752516
SS506,-0.089639077,-0.45846916,-0.659581224,-0.577990997,1,2,-0.466484703,2.266897347,0.142789141,-0.085653422,0.977410268,0.50837458,-1.385959674,0.447089955,-0.683678868,-0.852934921,0.355306604,-0.70399447,-0.490736643,0.179299701,0.836956737,1.714999967,1.489958479
SS559,0.276001179,-0.45846916,-0.345089502,0.183376499,2,3,-1.353684961,-0.155596313,0.242955685,-0.27227869,-0.294992451,0.253238602,0.124582254,-1.008863344,0.264897378,0.569690371,-0.917152021,-0.272404061,-0.27354852,0.891871177,0.760422483,1.255272505,1.298853076
SS562,0.276001179,-0.45846916,-0.345089502,0.183376499,2,3,-1.353684961,-0.155596313,0.242955685,-0.209436461,-0.125898083,0.177166315,-0.557772199,0.185004065,0.264897378,0.062210277,1.097456765,-0.272404061,-0.621733448,0.891871177,0.798650645,1.322219295,1.605305046
SS563,0.789180486,-0.45846916,-0.345089502,0.183376499,2,3,-1.353684961,-0.155596313,0.242955685,-0.527401121,0.114366913,0.047043185,-0.557772199,0.185004065,0.294678175,0.062210277,1.097456765,-0.304998373,-0.712503148,1.027858659,0.73479983,1.413299764,1.588831726
SS565,-1.983912192,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,3.599189989,-2.49707841,2.953839068,-0.813111516,-0.998294639,-0.893408958,2.083867406,-1.406136978,1.811627923,-0.705131344,0.25127397,0.428134794,-0.022276395,0.038222638
SS566,-1.986478088,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,4.218681349,-2.515514471,3.258279901,-0.827040591,-1.004772655,-0.801473286,2.153683141,-1.406136978,1.708912207,-1.561061456,0.985517621,0.699837726,-0.124938737,0.252853031
SS1365,-1.896030236,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,3.272817042,-2.456040287,2.848970313,-0.813111516,-0.998294639,-0.856723089,2.083867406,-1.406136978,1.770174969,-0.998155754,0.503181168,0.322219295,0.041392685,0.146128036
SS1366,-1.728605487,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,2.769254797,-2.375698251,2.668638576,-0.813111516,-0.998294639,-0.81990462,2.083867406,-1.406136978,1.72919674,-1.356017431,0.809214035,0.361727836,0.204119983,0.322219295
SS1367,-1.866522425,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,3.275675992,-2.454002657,2.598120969,-0.813111516,-0.998294639,-0.734206769,2.083867406,-1.406136978,1.532978788,-1.184563081,0.293561425,0.447158031,0.079181246,0.217483944
SS1368,-1.672155763,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,2.776192848,-2.372551015,2.372288279,-0.813111516,-0.998294639,-0.656565863,2.083867406,-1.406136978,1.421743424,-1.621772307,0.507446911,0.491361694,0.113943352,0.414973348
SS1369,-1.490618583,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,2.397580333,-2.293301259,2.210199659,-0.813111516,-0.998294639,-0.617698807,2.083867406,-1.406136978,1.367719424,-1.877593361,0.634585128,0.447158031,0.176091259,0.51851394
SS1370,-1.31934499,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,2.536624257,2.091281058,-2.2153118,2.081974981,-0.813111516,-0.998294639,-0.594397214,2.083867406,-1.406136978,1.335837165,-2.046769616,0.719725967,0.352182518,0.342422681,0.556302501
SS1372,-2.046135183,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,4.600879254,-2.542749215,3.401869714,-0.827040591,-1.004772655,-0.81990462,2.153683141,-1.406136978,1.72919674,-1.353104788,0.809287822,0.544068044,-0.22184875,0.096910013
SS1373,-1.924255097,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,3.88852221,-2.486667438,3.131536143,-0.827040591,-1.004772655,-0.790423326,2.153683141,-1.406136978,1.696823227,-1.706619702,1.110379237,0.698970004,-0.045757491,0.342422681
SS1375,-2.024966536,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,4.602647408,-2.541419983,3.104166605,-0.827040591,-1.004772655,-0.656565863,2.153683141,-1.406136978,1.421743424,-1.61709242,0.505977002,0.77815125,-0.15490196,0.079181246
SS1376,-1.953121433,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,4.210248459,-2.512775883,2.936610593,-0.827040591,-1.004772655,-0.617698807,2.153683141,-1.406136978,1.367719424,-1.875366755,0.634701965,0.62324929,-0.096910013,0.217483944
SS1377,-1.883200753,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,3.893827417,-2.484482314,2.804366469,-0.827040591,-1.004772655,-0.594397214,2.153683141,-1.406136978,1.335837165,-2.044751453,0.719683305,0.602059991,-0.045757491,0.322219295
SS1378,-1.748491185,-0.45846916,-1.839926054,-1.558152882,2,2,-0.786120456,-0.576039336,3.992529941,3.400585103,-2.428699124,2.601209368,-0.827040591,-1.004772655,-0.567740193,2.153683141,-1.406136978,1.299815575,-2.253989056,0.825221021,0.462397998,0.146128036,0.477121255
SS61,0.545420315,-0.45846916,1.883201852,1.533543692,1,3,0.303652341,0.627556623,-0.699792708,-0.691931702,0.314138357,-0.142354081,-0.360023101,0.004447753,0.201081386,-0.097645705,0.952921356,-0.20121783,-0.37853753,0.619504106,0.890979597,1.703291378,1.294466226
SS1380,1.202931302,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.493393042,0.467639559,-0.241969103,-0.360023101,0.004447753,1.739515014,-0.097645705,0.952921356,-1.283467469,-0.436951759,0.842594662,0.531478917,1.093421685,1.537819095
SS1381,0.719901279,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.360336586,0.293717294,-0.166618983,-0.360023101,0.004447753,1.440565414,-0.097645705,0.952921356,-1.095981019,-0.30258986,0.645685104,0.707570176,0.77815125,1.408239965
SS1385,1.260663974,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.458572821,0.423505251,-0.320058542,-0.360023101,0.004447753,1.812101208,-0.097645705,0.952921356,-1.378746595,-0.539478175,0.744198464,0.602059991,1.173186268,1.509202522
SS1386,0.771860684,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.333867671,0.262706961,-0.239505511,-0.360023101,0.004447753,1.501053909,-0.097645705,0.952921356,-1.181194122,-0.387029671,0.563856762,0.716003344,0.799340549,1.462397998
SS633,1.424239878,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.358751863,0.301756187,-0.540410145,-0.360023101,0.004447753,2.03081332,-0.097645705,0.952921356,-1.646089128,-0.81082146,0.486695313,0.653212514,1.40654018,1.51851394
SS634,0.923890054,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.258189493,0.17654538,-0.44626955,-0.360023101,0.004447753,1.683314002,-0.097645705,0.952921356,-1.421923088,-0.615095448,0.348142124,0.748188027,1.274157849,1.447158031
SS635,0.474858161,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.699792708,-0.175577574,0.077367594,-0.348986782,-0.360023101,0.004447753,1.335814685,-0.097645705,0.952921356,-1.177648118,-0.440352013,0.230417947,0.875061263,1.079181246,1.397940009
SS1390,1.442201153,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.904926684,-0.77819905,1.11255713,-0.733309393,0.925136167,0.676394395,1.739515014,-0.834294412,-1.013315389,-1.283467469,0.13210796,0.84272776,0.397940009,2.724685388,1.62324929
SS1395,1.498650877,-0.45846916,0.109860603,0.060955803,1,3,0.754153633,0.627556623,-0.904926684,-0.736880985,1.044931075,-0.838985636,0.925136167,0.676394395,1.812101208,-0.834294412,-1.013315389,-1.378746595,0.029222562,0.744176312,0.397940009,2.384890797,1.625312451
SS1400,0.388259153,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.426296243,0.008207142,-0.505093022,-0.360023101,0.004447753,-0.319571297,-0.097645705,0.952921356,-0.482061638,0.372712408,-0.929791795,0.500510911,1.662757832,1.100370545
SS1401,-0.038321146,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.309764217,-0.115865785,-0.472500633,-0.360023101,0.004447753,-0.56480182,-0.097645705,0.952921356,-0.239161932,0.479017696,-1.14099953,0.68690427,1.517195898,1.08278537
SS1404,0.957888183,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.531234989,0.125664491,-0.646692479,-0.360023101,0.004447753,-0.006838202,-0.097645705,0.952921356,-0.822409626,0.09885387,-0.769313114,0.68797462,2.012415375,1.214843848
SS1405,0.450482144,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.398497606,-0.01992602,-0.59614883,-0.360023101,0.004447753,-0.263322997,-0.097645705,0.952921356,-0.588393951,0.242011621,-0.972588902,0.733277534,1.956648579,1.136720567
SS1406,0.012996785,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.289250231,-0.135293359,-0.55553577,-0.360023101,0.004447753,-0.519807792,-0.097645705,0.952921356,-0.332375277,0.371934001,-1.171441978,0.701395269,1.824125834,1.049218023
SS1407,-0.702246874,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.117704532,-0.312873951,-0.495766149,-0.360023101,0.004447753,-1.032251798,-0.097645705,0.952921356,0.264861885,0.605601603,-1.581380674,0.712649702,1.631443769,0.892094603
SS668,0.340790067,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.150798987,-0.260359616,-1.090847031,-0.360023101,0.004447753,-0.200328222,-0.097645705,0.952921356,-0.908415853,-0.217590049,-1.338829246,0.664641976,1.853698212,1.147367108
SS1411,-0.525841487,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.056202176,-0.36471115,-0.865358743,-0.360023101,0.004447753,-0.872430137,-0.097645705,0.952921356,-0.107961778,0.253772927,-1.640913655,0.961421094,1.678518379,1.049218023
SS1413,1.217685207,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.528730781,0.512792882,-0.208893295,-0.360023101,0.004447753,1.703400254,-0.097645705,0.952921356,-1.234620922,-0.402002143,0.918405814,0.713070326,1.5132176,1.505149978
SS1414,0.740428452,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.39275952,0.331598086,-0.136836911,-0.360023101,0.004447753,1.410369702,-0.097645705,0.952921356,-1.052353824,-0.280896074,0.716373137,0.960042456,1.193124598,1.445604203
SS1415,0.326677636,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.281274814,0.191634593,-0.071354549,-0.360023101,0.004447753,1.11733915,-0.097645705,0.952921356,-0.857014654,-0.178121366,0.537151403,1.072911316,0.968482949,1.414973348
SS1417,2.48459662,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.856758922,1.010762054,-0.475792993,-0.360023101,0.004447753,2.385528852,-0.097645705,0.952921356,-1.680010901,-0.863304174,1.272147688,0.587037118,2.102090526,1.457881897
SS1418,1.27413493,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.492055843,0.465416135,-0.287810793,-0.360023101,0.004447753,1.775913616,-0.097645705,0.952921356,-1.331599717,-0.507965632,0.814483444,0.73255458,1.056904851,1.367355921
SS670,2.48459662,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.377862152,0.346209019,-0.953622427,-0.360023101,0.004447753,3.068164536,-0.097645705,0.952921356,-2.367772316,-1.478981272,0.412077398,0.575187845,1.786751422,1.476831629
SS671,1.27413493,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.151131264,0.073347992,-0.739041991,-0.360023101,0.004447753,2.287977851,-0.097645705,0.952921356,-1.928166394,-0.883827823,0.098512298,0.773054693,1.491361694,1.472756449
SS672,0.791746382,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.080531204,-0.007442522,-0.632534623,-0.360023101,0.004447753,1.897484413,-0.097645705,0.952921356,-1.67827788,-0.658513013,-0.003499871,0.783903579,1.217483944,1.348304863
SS673,0.369656403,1.926609075,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.029002814,-0.066883811,-0.518478442,-0.360023101,0.004447753,1.506990975,-0.097645705,0.952921356,-1.403136503,-0.466379236,-0.07567983,0.878521796,1.021189299,1.338456494
SS1438,1.173423492,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.511124397,0.490454426,-0.201866656,-0.360023101,0.004447753,1.703280159,-0.097645705,0.952921356,-1.234548665,-0.383042319,0.894541031,0.778368343,1.608526034,1.463892989
SS1439,0.692959366,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.373545988,0.309377596,-0.129176241,-0.360023101,0.004447753,1.410369702,-0.097645705,0.952921356,-1.052353824,-0.258191378,0.688320364,0.95559155,1.42975228,1.426511261
SS1440,0.277925602,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.260817267,0.169802998,-0.063207266,-0.360023101,0.004447753,1.117459244,-0.097645705,0.952921356,-0.85709765,-0.151927855,0.505446903,1.097847077,0.934498451,1.278753601
SS1442,2.455730284,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.845132067,0.992534873,-0.471172363,-0.360023101,0.004447753,2.385778951,-0.097645705,0.952921356,-1.680145074,-0.852395903,1.259316937,0.625003601,2.184691431,1.555094449
SS1443,1.232439112,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.476044043,0.445534532,-0.281416617,-0.360023101,0.004447753,1.775788566,-0.097645705,0.952921356,-1.331523476,-0.489259703,0.792739164,0.821448019,1.459392488,1.424881637
SS1444,0.746201719,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.34711009,0.278160113,-0.203382507,-0.360023101,0.004447753,1.470793374,-0.097645705,0.952921356,-1.138920673,-0.345519061,0.604216245,0.926136571,1.056904851,1.264817823
SS1448,1.232439112,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.138539568,0.060585318,-0.733991997,-0.360023101,0.004447753,2.287817813,-0.097645705,0.952921356,-1.928068535,-0.858800222,0.079564132,0.919705535,1.536558443,1.484299839
SS1449,0.746201719,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.066197587,-0.021181013,-0.626819635,-0.360023101,0.004447753,1.897484413,-0.097645705,0.952921356,-1.67827788,-0.629772847,-0.026042536,0.939569169,1.307496038,1.390935107
SS1450,0.322187317,-0.45846916,1.101302032,1.106032015,1,3,0.754153633,0.627556623,-0.699792708,-0.013039162,-0.081492177,-0.5121556,-0.360023101,0.004447753,1.507151013,-0.097645705,0.952921356,-1.403255154,-0.434574196,-0.101686487,0.956744545,1.123851641,1.376576957
SS707,1.82195384,-0.45846916,-0.659581224,-0.577990997,2,2,-0.862776565,-0.293492223,-0.699792708,-1.098923811,0.516752955,-0.463191611,-0.360023101,0.004447753,0.42251555,-0.097645705,0.952921356,-1.062015232,-0.029013217,0.984051458,0.745855195,2.549493713,1.677606953
SS708,2.181179355,-0.45846916,-0.659581224,-0.577990997,2,2,-0.862776565,-0.293492223,-0.699792708,-1.260693148,0.716926154,-0.52694075,-0.360023101,0.004447753,0.515164767,-0.097645705,0.952921356,-1.119592667,-0.057942296,1.107095865,0.603144373,2.758306182,1.617000341
SS718,-0.570744676,-0.45846916,-0.039636162,-0.063186759,2,2,1.84392643,0.00749993,-0.242157347,-0.021894845,-0.482225004,-0.329172789,-0.473042587,0.107641051,-1.321363678,-0.008565677,1.033463967,0.343846525,1.538980724,-2.066042155,0.921686475,1.375846436,1.385606274
SS720,-0.49376778,-0.45846916,-0.039636162,-0.063186759,2,2,1.84392643,0.00749993,-0.242157347,-0.012089769,-0.41593482,-0.195273703,-0.473042587,0.107641051,-1.311442984,-0.008565677,1.033463967,0.180641715,1.276213038,-2.066042155,1.008600172,1.351989455,1.494154594
SS721,0.23109799,-0.45846916,-0.039636162,-0.063186759,2,2,1.84392643,0.00749993,-0.242157347,-0.379563505,-0.185311882,-0.315091861,-0.473042587,0.107641051,-1.233828553,-0.008565677,1.033463967,-0.051849782,1.436457692,-2.066042155,0.935507266,1.648360011,1.612783857
SS722,-0.654136314,-0.45846916,-0.039636162,-0.063186759,2,2,1.84392643,0.00749993,-0.242157347,-0.022394031,-0.499991914,-0.354951388,-0.473042587,0.107641051,-1.373486669,-0.008565677,1.033463967,0.516683524,0.454492232,-2.066042155,1.029383778,1.542825427,1.683047038
SS723,-0.006247439,-0.45846916,-0.039636162,-0.063186759,2,2,1.84392643,0.00749993,-0.242157347,-0.401783899,-0.32300781,-0.50621875,-0.473042587,0.107641051,-1.316470742,-0.008565677,1.033463967,0.365158858,0.292448363,-2.066042155,0.922206277,1.96890303,1.604226053
SS724,-1.205804068,1.926609075,-0.345089502,-0.316836129,1,4,-0.714413455,-0.155596313,-0.741220228,-0.223827935,0.155892267,-1.024631611,0.906996674,0.715956454,-1.545221388,-0.802576102,-1.046959158,1.031769657,1.836364196,-2.066042155,0.829753919,1.403120521,1.485721426
SS725,-1.109582948,1.926609075,-0.345089502,-0.316836129,1,4,-0.714413455,-0.155596313,-0.741220228,-0.266967054,0.170901158,-1.041831704,0.906996674,0.715956454,-1.514252832,-0.802576102,-1.046959158,0.931397107,1.776508328,-2.066042155,0.804343918,1.632963168,1.584331224
SS726,-0.962043898,1.926609075,-0.345089502,-0.316836129,1,4,-0.714413455,-0.155596313,-0.741220228,-0.342643232,0.198148679,-1.072004718,0.906996674,0.715956454,-1.48680343,-0.802576102,-1.046959158,0.845420081,1.660788186,-2.066042155,0.774443969,1.658202253,1.450249108
SS727,-0.615647866,1.926609075,-0.345089502,-0.316836129,1,4,-0.714413455,-0.155596313,-0.741220228,-0.507879976,0.261938186,-1.137886621,0.906996674,0.715956454,-1.429793134,-0.802576102,-1.046959158,0.675077624,1.428158011,-2.066042155,0.678518379,1.784331948,1.46834733
SS728,-0.115298042,1.926609075,-0.345089502,-0.316836129,1,4,-0.714413455,-0.155596313,-0.741220228,-0.733999587,0.359683063,-1.228043265,0.906996674,0.715956454,-1.372079007,-0.802576102,-1.046959158,0.512839282,1.14065075,-2.066042155,0.524785449,2.133762385,1.46686762
SS741,-1.532955876,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,0.794428143,1.669149491,-2.247636158,1.805474193,-0.758018924,-0.972672647,-0.781869435,1.833398824,-1.406136978,1.580217419,-0.525573712,-0.151119833,0.962179853,0.741939078,0.779596491
SS742,-1.577859066,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,1.737176536,2.40909537,-2.346560099,1.857408285,-0.796156872,-0.990409518,-0.475924899,2.002612753,-1.406136978,1.126548671,-0.997588718,-0.101315979,0.911477217,0.563481085,0.67669361
SS743,-1.539370618,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,2.288648993,2.668741096,-2.364246167,1.870489845,-0.808872598,-0.99632324,-0.288338468,2.063179047,-1.406136978,0.881652897,-1.35509366,-0.032574571,1.002166062,0.245512668,0.722633923
SS744,-1.558614842,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,2.679924929,2.882516918,-2.385454912,1.925444149,-0.815231039,-0.999280369,-0.207944284,2.094307876,-1.406136978,0.783080678,-1.535972394,0.012323637,0.900913068,0.158362492,0.617000341
SS745,-1.590688548,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,2.983422123,3.06687938,-2.404899008,1.983082545,-0.819046287,-1.001054732,-0.161047676,2.113264911,-1.406136978,0.727185135,-1.646865506,0.040435669,1.10720997,0.012837225,0.583198774
SS746,-1.571444324,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,3.231397386,3.117061206,-2.405177205,1.985646784,-0.821589864,-1.002237677,-0.107451553,2.126021683,-1.406136978,0.664677772,-1.778414576,0.073898476,0.932118472,-0.004364805,0.525044807
SS748,-1.590688548,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,3.731539283,3.304847524,-2.420904044,2.041505763,-0.825503178,-1.004057647,-0.042689571,2.145835816,-1.406136978,0.591012626,-1.956393493,0.12449815,0.773054693,-0.214670165,0.281033367
SS749,-1.584273807,0.590965263,-1.839926054,-1.558152882,2,2,-0.714413455,-0.412943092,3.970767902,3.34513233,-2.42221877,2.050129274,-0.826923368,-1.004718138,-0.01589151,2.153083545,-1.406136978,0.561103614,-2.041609306,0.15197325,0.726727209,-0.244125144,0.281033367
SS751,-1.244292516,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.623587311,-0.696451578,0.719451305,-0.535808143,0.164949617,-1.2482025,0.043517431,1.080555438,0.417109409,0.264765099,-0.727586275,0.671172843,1.738780558,1.068185862
SS752,-1.225048292,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.621710642,-0.696880304,0.667321338,-0.535808143,0.164949617,-1.234614623,0.043517431,1.080555438,0.37448122,0.219176828,-0.743889805,0.720985744,1.44870632,1.037426498
SS753,-1.276366223,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.623940671,-0.768250539,0.454188858,-0.535808143,0.164949617,-1.252305601,0.043517431,1.080555438,0.51736083,0.364025264,-0.67942635,0.845718018,1.788168371,1.167317335
SS754,-1.257121999,0.495562134,-0.039636162,0.656754849,2,4,1.321718137,-1.595323368,0.099655013,0.622012205,-0.768970889,0.398284794,-0.535808143,0.164949617,-1.238717723,0.043517431,1.080555438,0.47314791,0.315720365,-0.697060068,0.820857989,1.620136055,1.096910013
SS768,1.655170566,1.926609075,1.368377509,1.106032015,1,3,0.754153633,0.627556623,-0.904926684,-0.997216581,0.84247539,-1.060732685,0.925136167,0.676394395,0.732149568,-0.834294412,-1.013315389,-1.396083323,-0.037182795,0.847057904,0.397940009,2.307496038,1.511883361
SS773,-0.955629156,1.926609075,-0.345089502,-1.558152882,2,2,-0.466484703,1.247613315,0.099655013,0.435601152,-0.644623696,0.117163514,-0.535808143,0.164949617,-1.358571855,0.043517431,1.080555438,0.322565698,1.492885604,-2.066042155,0.859738566,1.419625361,1.217483944
SS786,0.045070491,0.35245744,-1.149485666,-0.711524416,2,2,-1.236621747,-0.293492223,0.924059369,-0.700175295,0.586429766,-4.718114054,0.485103655,-0.520037862,-0.737546941,-0.682928454,-1.219955089,-0.070307136,-0.226871522,0.023688253,0.718501689,2.322219295,1.641474111
