dataset,column,miss_ratio,method,RMSE,Wasserstein,time
CCPM,Elongation at break (%),0.9,fill_with_et,287.5716778975431,125.01781347150256,0.05000114440917969
CCPM,Elongation at break (%),0.9,fill_with_ridge,317.4435082102743,84.60676102545234,0.006999492645263672
CCPM,Elongation at break (%),0.9,fill_with_xgb,322.47835888416597,110.9179913614698,0.03499484062194824
CCPM,Elongation at break (%),0.9,fill_with_lgb,305.8556480776409,244.07063918039591,0.015005826950073242
CCPM,Elongation at break (%),0.9,fill_with_gbr,309.3032655676276,93.46088094260695,0.03699994087219238
CCPM,Elongation at break (%),0.9,fill_with_rf,291.7346538290603,148.02864766839377,0.0690159797668457
CCPM,Elongation at break (%),0.9,fill_with_dt,348.8237634956578,82.63471502590673,0.008002281188964844
CCPM,Elongation at break (%),0.8,fill_with_et,272.9293974385493,91.56027485380112,0.08199763298034668
CCPM,Elongation at break (%),0.8,fill_with_ridge,293.0965040245495,77.13353700252328,0.006000041961669922
CCPM,Elongation at break (%),0.8,fill_with_xgb,280.94273460769244,62.15756039981954,0.033408164978027344
CCPM,Elongation at break (%),0.8,fill_with_lgb,309.0232193728384,157.46843315569623,0.01642918586730957
CCPM,Elongation at break (%),0.8,fill_with_gbr,260.04405461322665,76.00669162735271,0.04164600372314453
CCPM,Elongation at break (%),0.8,fill_with_rf,266.24649906660227,117.10549122807012,0.09101128578186035
CCPM,Elongation at break (%),0.8,fill_with_dt,273.14471840579756,62.757894736842104,0.004998445510864258
CCPM,Elongation at break (%),0.7000000000000001,fill_with_et,216.5084567316021,51.26015333333332,0.08700370788574219
CCPM,Elongation at break (%),0.7000000000000001,fill_with_ridge,274.26034488163236,62.50863533583973,0.006000041961669922
CCPM,Elongation at break (%),0.7000000000000001,fill_with_xgb,251.6992042966904,55.49225179036457,0.036997079849243164
CCPM,Elongation at break (%),0.7000000000000001,fill_with_lgb,276.08216499957683,96.68420195513022,0.019999980926513672
CCPM,Elongation at break (%),0.7000000000000001,fill_with_gbr,235.0803610317387,36.69920640772234,0.04400634765625
CCPM,Elongation at break (%),0.7000000000000001,fill_with_rf,235.89134896495608,80.7552,0.08547806739807129
CCPM,Elongation at break (%),0.7000000000000001,fill_with_dt,277.0070748795657,36.834,0.005799293518066406
CCPM,Elongation at break (%),0.6000000000000001,fill_with_et,209.0704563619605,24.354601562500044,0.06899738311767578
CCPM,Elongation at break (%),0.6000000000000001,fill_with_ridge,229.28350703740182,73.59542205781307,0.009999752044677734
CCPM,Elongation at break (%),0.6000000000000001,fill_with_xgb,221.89250782274308,34.38717200756073,0.03599190711975098
CCPM,Elongation at break (%),0.6000000000000001,fill_with_lgb,211.4426591746014,51.336338876564696,0.0157778263092041
CCPM,Elongation at break (%),0.6000000000000001,fill_with_gbr,205.6752405022055,33.74607298645046,0.045999765396118164
CCPM,Elongation at break (%),0.6000000000000001,fill_with_rf,213.54991824801613,54.97667187500002,0.09299898147583008
CCPM,Elongation at break (%),0.6000000000000001,fill_with_dt,319.561775253432,63.54140625000001,0.00599980354309082
CCPM,Elongation at break (%),0.5,fill_with_et,155.23479555249298,41.1171401869159,0.09499788284301758
