dataset,column,miss_ratio,method,RMSE,Wasserstein,time
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_et,7.5435053997203045,3.2600488438109574,0.08800029754638672
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_ridge,11.198519274208527,2.666869954816029,0.0520024299621582
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_xgb,8.95775430493148,3.1793265073950465,0.06899595260620117
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_lgb,7.879506020993138,2.611084477576182,0.040967464447021484
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_gbr,7.29156278826277,2.8294506975141527,0.06502771377563477
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_rf,8.075292401904358,3.898122142701261,0.11668777465820312
Concrete Compressive Strength,Concrete compressive strength,0.9,fill_with_dt,12.183345670078596,2.4291785461317046,0.03699541091918945
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_et,6.762038180758913,2.4054247442712624,0.12500619888305664
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_ridge,10.501424289587895,4.22681575471508,0.034001827239990234
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_xgb,7.226976986049643,2.421321170029998,0.06199979782104492
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_lgb,6.410986072123572,1.4675802747430984,0.04096102714538574
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_gbr,6.38902550935739,2.3933336075797893,0.0729975700378418
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_rf,6.937591705471701,2.8779247593246664,0.1400306224822998
Concrete Compressive Strength,Concrete compressive strength,0.8,fill_with_dt,11.358435551174235,1.5670271388981951,0.03664541244506836
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_et,5.88906066387059,2.235191356603892,0.11696553230285645
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_ridge,10.720488607045597,3.73124752605799,0.031037330627441406
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_xgb,6.07352473343547,1.8099895893317706,0.0690009593963623
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_lgb,6.1159845048569945,1.9401874629320994,0.04596543312072754
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_gbr,6.028909178195867,2.146285944900309,0.08001327514648438
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_rf,6.586170716795111,3.0684707580032464,0.1510009765625
Concrete Compressive Strength,Concrete compressive strength,0.7000000000000001,fill_with_dt,8.41632232947251,1.4563948951752992,0.029028654098510742
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_et,5.6483601752740755,0.9986161675653087,0.1619703769683838
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_ridge,10.050156005124533,2.9856809061338385,0.04103732109069824
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_xgb,5.895460138903459,0.7761497330543894,0.07899975776672363
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_lgb,5.205590100508912,0.9048437234892281,0.038964033126831055
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_gbr,5.362585457709852,1.3724213885877128,0.08600831031799316
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_rf,5.884638901711775,1.5355945544469147,0.17201805114746094
Concrete Compressive Strength,Concrete compressive strength,0.6000000000000001,fill_with_dt,8.949326020616788,0.6983921710250146,0.024996519088745117
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_et,5.221803286569962,1.3878798382107032,0.15796875953674316
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_ridge,10.950535752031676,2.8130825704665856,0.03908658027648926
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_xgb,4.945944672575034,0.8492462236190301,0.07601332664489746
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_lgb,4.743558182760943,0.9608937907662846,0.04496598243713379
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_gbr,5.365721448884837,1.5982543052042693,0.0910027027130127
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_rf,5.35741331569152,1.6896624898384722,0.19802188873291016
Concrete Compressive Strength,Concrete compressive strength,0.5,fill_with_dt,7.274661472814439,0.7079998580689388,0.02400350570678711
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_et,5.601928781845787,1.5314968915987364,0.16899895668029785
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_ridge,10.451330966486381,4.090848308886671,0.028001070022583008
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_xgb,5.485469477652479,1.1506018984012343,0.0899972915649414
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_lgb,5.493888811735725,1.2140368176680947,0.03796815872192383
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_gbr,6.279127609969944,1.8862016961637442,0.09100222587585449
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_rf,5.9525781569171805,1.9260976241813732,0.21467304229736328
Concrete Compressive Strength,Concrete compressive strength,0.4,fill_with_dt,7.3641971252996745,1.2155697762569655,0.023965835571289062
Concrete Compressive Strength,Concrete compressive strength,0.30000000000000004,fill_with_et,5.529493968318062,1.4034000984854693,0.1667628288269043
Concrete Compressive Strength,Concrete compressive strength,0.30000000000000004,fill_with_ridge,11.249050958940625,3.33281238387505,0.016996145248413086
